0.0
0.0
0.0
0.0
0.0
"tensor(0.9919, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4050, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5254, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4369, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4073, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5381, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5091, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4344, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4668, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5083, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4951, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4782, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4661, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5485, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5653, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4483, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4652, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5059, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4213, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4035, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5770, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5615, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5532, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5121, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5053, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5270, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4343, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4703, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6130, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5173, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5675, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6024, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6325, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5496, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6124, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5700, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6186, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5597, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6854, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6401, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5931, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5724, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6843, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6701, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6354, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5758, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6012, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5986, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6008, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6275, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5030, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5403, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5601, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.7532, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6479, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6435, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5879, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5659, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5900, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6581, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5984, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5189, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5328, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4882, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6146, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5244, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5869, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5755, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5820, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5506, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5645, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5282, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4832, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5047, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4450, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4602, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5060, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4711, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5948, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5149, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5194, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5965, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6406, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4648, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6605, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6425, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6400, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5477, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6881, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5431, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5973, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5894, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4837, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.4712, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.6093, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5406, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5474, device='cuda:0', grad_fn=<AddBackward0>)"
"tensor(0.5147, device='cuda:0', grad_fn=<AddBackward0>)"
